"Date/Time","Year","Month","Mean Max Temp (Â°C)","Mean Max Temp Flag","Mean Min Temp (Â°C)","Mean Min Temp Flag","Mean Temp (Â°C)","Mean Temp Flag","Extr Max Temp (Â°C)","Extr Max Temp Flag","Extr Min Temp (Â°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1890-05","1890","05","16.3","","4.8","","10.6","","25.0","","-3.9","","54.4","","0.0","","54.4","","","",,"",,""
"1890-06","1890","06","24.2","","12.3","","18.3","","32.8","","3.9","","59.2","","0.0","","59.2","","","",,"",,""
"1890-07","1890","07","26.4","","14.2","","20.3","","32.8","S","7.8","","74.9","","0.0","","74.9","","","",,"",,""
"1890-08","1890","08","23.5","","12.3","","17.9","","33.9","","3.9","","129.0","","0.0","","129.0","","","",,"",,""
"1890-09","1890","09","20.1","","8.1","","14.1","","29.4","","-0.6","","46.7","","0.0","","46.7","","","",,"",,""
"1890-10","1890","10","12.0","","3.6","","7.8","","26.1","","-3.9","","54.4","","0.0","T","54.4","","","",,"",,""
"1890-11","1890","11","3.9","","-4.2","","-0.2","","13.9","","-13.3","","59.9","","5.6","","65.5","","","",,"",,""
"1890-12","1890","12","-8.4","","-18.7","","-13.6","","3.3","","-27.2","","5.3","","54.6","","59.9","","","",,"",,""
"1891-01","1891","01","-5.7","","-14.3","","-10.0","","2.2","","-28.3","","16.3","","58.4","","74.7","","","",,"",,""
"1891-02","1891","02","-4.1","","-15.4","","-9.8","","6.7","","-32.8","","14.5","","76.7","","91.2","","","",,"",,""
"1891-03","1891","03","0.3","","-8.6","","-4.2","","11.1","","-27.2","","73.4","","22.9","","96.3","","","",,"",,""
"1891-04","1891","04","11.3","","1.1","","6.2","","27.2","","-5.6","","71.4","","0.0","T","71.4","","","",,"",,""
"1891-05","1891","05","18.9","","4.7","","11.8","","29.4","","-1.7","","13.0","","0.0","T","13.0","","","",,"",,""
"1891-06","1891","06","26.3","","12.2","","19.3","","33.9","","3.9","","77.5","","0.0","","77.5","","","",,"",,""
"1891-07","1891","07","23.8","","12.3","","18.1","","30.6","","5.0","S","228.1","","0.0","","228.1","","","",,"",,""
"1891-08","1891","08","24.8","","13.4","","19.1","","32.2","","6.7","","99.6","","0.0","","99.6","","","",,"",,""
"1891-09","1891","09","23.1","","10.6","","16.9","","31.7","","2.8","","34.8","","0.0","","34.8","","","",,"",,""
"1891-10","1891","10","12.2","","1.9","","7.1","","29.4","","-5.0","S","58.9","","0.0","T","58.9","","","",,"",,""
"1891-11","1891","11","5.4","","-3.7","","0.9","","16.7","","-18.9","","48.8","","8.4","","57.2","","","",,"",,""
"1891-12","1891","12","1.9","","-6.1","","-2.1","","9.4","S","-20.6","","36.1","","24.1","","60.2","","","",,"",,""
"1892-01","1892","01","-6.4","","-16.4","","-11.4","","2.8","","-31.1","","5.6","","78.7","","84.3","","","",,"",,""
"1892-02","1892","02","-3.9","","-13.9","","-8.9","","6.7","","-27.2","","0.0","","63.5","","63.5","","","",,"",,""
"1892-03","1892","03","-0.9","","-10.8","","-5.9","","5.6","S","-23.3","","5.6","","58.4","","64.0","","","",,"",,""
"1892-04","1892","04","10.4","","-0.8","","4.8","","18.9","S","-9.4","","41.4","","5.1","","46.5","","","",,"",,""
"1892-05","1892","05","17.3","","5.9","","11.6","","29.4","","-0.6","","43.2","","0.0","","43.2","","","",,"",,""
"1892-06","1892","06","24.1","","13.0","","18.6","","32.2","","7.8","S","157.2","","0.0","","157.2","","","",,"",,""
"1892-07","1892","07","27.4","","14.0","","20.7","","36.1","","7.2","S","71.6","","0.0","","71.6","","","",,"",,""
"1892-08","1892","08","24.8","","14.0","","19.4","","31.1","","8.3","","106.9","","0.0","","106.9","","","",,"",,""
"1892-09","1892","09","20.7","","8.4","","14.6","","28.3","","1.1","","52.3","","0.0","","52.3","","","",,"",,""
"1892-10","1892","10","11.9","","3.0","","7.5","","21.1","","-2.8","","37.1","","0.0","","37.1","","","",,"",,""
"1892-11","1892","11","1.8","","-3.7","","-1.0","","14.4","","-10.6","","61.2","","27.9","","89.2","","","",,"",,""
"1892-12","1892","12","-5.3","","-12.7","","-9.0","","2.8","S","-27.8","","4.6","","43.2","","47.8","","","",,"",,""
"1893-01","1893","01","-11.3","","-20.8","","-16.1","","4.4","","-32.2","","0.0","T","76.2","","76.2","","","",,"",,""
"1893-02","1893","02","-7.3","","-18.6","","-13.0","","3.9","","-30.6","","13.2","","66.0","","79.2","","","",,"",,""
"1893-03","1893","03","0.1","","-10.0","","-5.0","","7.2","S","-20.6","","26.4","","6.4","","32.8","","","",,"",,""
"1893-04","1893","04","7.9","","-2.4","","2.8","","18.3","","-12.8","","60.5","","15.0","","75.4","","","",,"",,""
"1893-05","1893","05","18.1","","6.7","","12.4","","31.1","","1.1","","119.1","","0.0","","119.1","","","",,"",,""
"1893-06","1893","06","26.1","","14.6","","20.4","","33.3","","10.0","S","111.8","","0.0","","111.8","","","",,"",,""
"1893-07","1893","07","25.9","","13.8","","19.9","","31.1","S","9.4","","144.0","","0.0","","144.0","","","",,"",,""
"1893-08","1893","08","25.5","","13.4","","19.5","","35.0","","7.8","","204.2","","0.0","","204.2","","","",,"",,""
"1893-09","1893","09","17.3","","7.0","","12.2","","24.4","S","1.7","","82.3","","0.0","","82.3","","","",,"",,""
"1893-10","1893","10","14.9","","3.8","","9.4","","22.8","","-5.6","","30.0","","0.0","T","30.0","","","",,"",,""
"1893-11","1893","11","4.4","","-3.4","","0.5","","12.2","","-13.3","","36.3","","12.7","","49.0","","","",,"",,""
"1893-12","1893","12","-5.8","","-17.5","","-11.7","","2.8","","-31.7","","13.0","","111.8","","124.7","","","",,"",,""
"1894-01","1894","01","-5.1","","-16.1","","-10.6","","5.0","","-26.7","","14.0","","83.8","","97.8","","","",,"",,""
"1894-02","1894","02","-5.7","","-18.1","","-11.9","","3.9","S","-32.2","","0.8","","16.5","","17.3","","","",,"",,""
"1894-03","1894","03","3.7","","-4.7","","-0.5","","12.2","","-15.6","","26.7","","15.2","","41.9","","","",,"",,""
"1894-04","1894","04","13.9","","1.8","","7.9","","22.8","S","-10.6","","19.6","","0.0","","19.6","","","",,"",,""
"1894-05","1894","05","18.8","","7.3","","13.1","","28.9","","2.2","S","87.9","","0.0","","87.9","","","",,"",,""
"1894-06","1894","06","24.7","","13.2","","19.0","","32.8","","2.2","","136.1","","0.0","","136.1","","","",,"",,""
"1894-07","1894","07","26.6","","14.5","","20.6","","33.9","","8.3","","90.7","","0.0","","90.7","","","",,"",,""
"1894-08","1894","08","23.1","","11.1","","17.1","","32.2","","5.6","","37.1","","0.0","","37.1","","","",,"",,""
"1894-09","1894","09","21.9","","9.8","","15.9","","27.8","","-1.1","","51.1","","0.0","","51.1","","","",,"",,""
"1894-10","1894","10","13.1","","5.1","","9.1","","18.9","","1.1","S","91.4","","0.0","T","91.4","","","",,"",,""
"1894-11","1894","11","2.1","","-4.9","","-1.4","","11.1","","-16.7","","35.6","","24.1","","59.7","","","",,"",,""
"1894-12","1894","12","-2.2","","-10.2","","-6.2","","7.8","","-31.7","","12.2","","38.1","","50.3","","","",,"",,""
"1895-01","1895","01","-6.0","","-16.5","","-11.3","","3.3","","-28.3","","0.0","T","97.8","","97.8","","","",,"",,""
"1895-02","1895","02","-6.1","","-15.6","","-10.9","","3.3","","-30.6","S","0.0","T","49.5","","49.5","","","",,"",,""
"1895-03","1895","03","-1.1","","-12.1","","-6.6","","5.6","","-23.3","S","0.0","T","22.6","","22.6","","","",,"",,""
"1895-04","1895","04","10.7","","0.2","","5.5","","21.7","S","-9.4","","65.5","","0.0","","65.5","","","",,"",,""
"1895-05","1895","05","21.2","","7.8","","14.5","","34.4","","-2.2","","89.9","","0.0","","89.9","","","",,"",,""
"1895-06","1895","06","27.2","","14.5","","20.9","","33.3","S","10.0","","143.5","","0.0","","143.5","","","",,"",,""
"1895-07","1895","07","25.0","","12.9","","19.0","","32.8","S","7.8","","79.5","","0.0","","79.5","","","",,"",,""
"1895-08","1895","08","24.8","","12.4","","18.6","","30.6","","3.9","","82.0","","0.0","","82.0","","","",,"",,""
"1895-09","1895","09","21.6","","9.6","","15.6","","32.2","S","1.1","S","42.7","","0.0","","42.7","","","",,"",,""
"1895-10","1895","10","10.3","","-0.8","","4.8","","18.9","","-8.3","","10.4","","0.0","T","10.4","","","",,"",,""
"1895-11","1895","11","5.2","","-3.9","","0.7","","15.6","","-16.7","","47.2","","15.2","","62.5","","","",,"",,""
"1895-12","1895","12","-1.8","","-11.5","","-6.7","","11.7","","-27.8","","58.2","","19.1","","77.2","","","",,"",,""
"1896-01","1896","01","-7.8","","-15.3","","-11.6","","3.9","S","-31.7","","0.0","","58.4","","58.4","","","",,"",,""
"1896-02","1896","02","-5.9","","-15.2","","-10.6","","6.1","","-35.0","S","5.6","","96.8","","102.4","","","",,"",,""
"1896-03","1896","03","-2.2","","-12.6","","-7.4","","7.2","","-22.8","S","33.5","","52.1","","85.6","","","",,"",,""
"1896-04","1896","04","12.6","","0.7","","6.7","","28.3","","-10.6","","14.5","","6.9","","21.3","","","",,"",,""
"1896-05","1896","05","21.6","","8.7","","15.2","","32.8","","2.8","","57.4","","0.0","","57.4","","","",,"",,""
"1896-06","1896","06","24.1","","11.7","","17.9","","30.6","","6.1","","84.8","","0.0","","84.8","","","",,"",,""
"1896-07","1896","07","26.4","","14.7","","20.6","","33.9","","9.4","","77.2","","0.0","","77.2","","","",,"",,""
"1896-08","1896","08","25.9","","13.0","","19.5","","33.3","","5.0","","99.3","","0.0","","99.3","","","",,"",,""
"1896-09","1896","09","18.9","","8.0","","13.5","","31.7","","-1.1","","86.9","","0.0","","86.9","","","",,"",,""
"1896-10","1896","10","10.6","","1.8","","6.2","","17.8","","-3.3","","27.2","","4.3","","31.5","","","",,"",,""
"1896-11","1896","11","5.7","","-2.5","","1.6","","16.1","","-13.3","","45.5","","13.5","","58.9","","","",,"",,""
"1896-12","1896","12","-4.0","","-12.6","","-8.3","","5.0","","-26.1","","0.0","T","31.8","","31.8","","","",,"",,""
"1897-01","1897","01","-5.5","","-14.8","","-10.2","","7.8","","-32.2","","9.7","","39.4","","49.0","","","",,"",,""
"1897-02","1897","02","-3.3","","-13.1","","-8.2","","4.4","","-24.4","","8.9","","39.9","","48.8","","","",,"",,""
"1897-03","1897","03","0.7","","-8.6","","-4.0","","10.0","","-27.8","","38.4","","72.6","","111.0","","","",,"",,""
"1897-04","1897","04","12.2","","0.2","","6.2","","25.0","","-10.6","","41.1","","5.1","","46.2","","","",,"",,""
"1897-05","1897","05","18.3","","6.8","","12.6","","24.4","","1.1","S","84.1","","0.0","","84.1","","","",,"",,""
"1897-06","1897","06","22.6","","10.8","","16.7","","28.9","","2.8","","77.0","","0.0","","77.0","","","",,"",,""
"1897-07","1897","07","27.9","","16.9","","22.4","","36.1","S","12.8","","132.3","","0.0","","132.3","","","",,"",,""
"1897-08","1897","08","23.6","","12.2","","17.9","","29.4","S","5.6","","86.4","","0.0","","86.4","","","",,"",,""
"1897-09","1897","09","21.8","","8.8","","15.3","","33.3","","0.0","","11.4","","0.0","","11.4","","","",,"",,""
"1897-10","1897","10","15.1","","2.4","","8.8","","29.4","","-5.6","","17.5","","0.0","","17.5","","","",,"",,""
"1897-11","1897","11","2.4","","-4.6","","-1.1","","12.2","","-13.9","","55.6","","14.7","","70.4","","","",,"",,""
"1897-12","1897","12","-3.7","","-12.4","","-8.1","","7.2","","-26.7","","46.7","","58.2","","104.9","","","",,"",,""
"1898-01","1898","01","-6.4","","-17.3","","-11.9","","3.9","","-31.7","","16.8","","92.5","","109.2","","","",,"",,""
"1898-02","1898","02","-2.8","","-11.6","","-7.2","","6.1","","-29.4","","22.9","","87.1","","110.0","","","",,"",,""
"1898-03","1898","03","5.8","","-3.8","","1.0","","13.9","","-18.3","","54.1","","0.0","T","54.1","","","",,"",,""
"1898-04","1898","04","12.8","","-0.1","","6.4","","21.7","","-11.1","","14.0","","5.1","","19.1","","","",,"",,""
"1898-05","1898","05","19.9","","8.4","","14.2","","28.3","","0.6","","62.5","","0.0","","62.5","","","",,"",,""
"1898-06","1898","06","24.9","","13.2","","19.1","","30.6","","7.2","","56.9","","0.0","","56.9","","","",,"",,""
"1898-07","1898","07","28.3","","14.7","","21.5","","35.0","","5.0","","72.9","","0.0","","72.9","","","",,"",,""
"1898-08","1898","08","25.3","","14.2","","19.8","","29.4","S","6.1","","81.8","","0.0","","81.8","","","",,"",,""
"1898-09","1898","09","22.4","","9.9","","16.2","","32.2","","0.6","","88.4","","0.0","","88.4","","","",,"",,""
"1898-10","1898","10","12.3","","4.1","","8.2","","25.0","S","-3.3","","144.3","","0.0","T","144.3","","","",,"",,""
"1898-11","1898","11","4.6","","-3.7","","0.5","","15.6","","-13.9","","9.1","","27.2","","36.3","","","",,"",,""
"1898-12","1898","12","-3.2","","-12.6","","-7.9","","5.0","","-30.6","","10.4","","69.1","","79.5","","","",,"",,""
"1899-01","1899","01","-4.1","","-16.5","","-10.3","","7.8","","-30.6","","28.7","","26.7","","55.4","","","",,"",,""
"1899-02","1899","02","-5.9","","-15.8","","-10.9","","5.0","","-31.1","","7.4","","14.5","","21.8","","","",,"",,""
"1899-03","1899","03","-1.0","","-10.3","","-5.7","","5.0","S","-22.8","","28.7","","113.3","","142.0","","","",,"",,""
"1899-04","1899","04","11.2","","0.2","","5.7","","28.9","","-8.9","","26.2","","0.0","","26.2","","","",,"",,""
"1899-05","1899","05","20.6","","7.8","","14.2","","26.7","S","2.8","","119.9","","0.0","","119.9","","","",,"",,""
"1899-06","1899","06","24.9","","12.6","","18.8","","31.7","","7.8","","75.4","","0.0","","75.4","","","",,"",,""
"1899-07","1899","07","25.8","","14.1","","20.0","","30.6","S","6.7","","250.2","","0.0","","250.2","","","",,"",,""
"1899-08","1899","08","27.7","","13.9","","20.8","","34.4","S","7.8","","9.7","","0.0","","9.7","","","",,"",,""
"1899-09","1899","09","18.7","","7.8","","13.3","","28.9","","0.0","","141.5","","0.0","","141.5","","","",,"",,""
"1899-10","1899","10","13.5","","4.2","","8.9","","22.2","S","-3.9","","68.8","","0.0","","68.8","","","",,"",,""
"1899-11","1899","11","4.3","","-1.9","","1.2","","11.1","","-10.0","","48.3","","1.3","","49.5","","","",,"",,""
"1899-12","1899","12","-1.6","","-9.2","","-5.4","","8.9","S","-27.8","","56.4","","39.9","","96.3","","","",,"",,""
"1900-01","1900","01","-3.3","","-15.7","","-9.5","","3.9","","-24.4","","13.7","","37.8","","51.6","","","",,"",,""
"1900-02","1900","02","-4.1","","-13.6","","-8.9","","5.0","","-30.0","","49.5","","37.3","","86.9","","","",,"",,""
"1900-03","1900","03","-2.5","","-13.7","","-8.1","","5.6","","-25.6","","2.0","","101.6","","103.6","","","",,"",,""
"1900-04","1900","04","12.9","","1.2","","7.1","","23.9","","-6.7","","28.4","","0.0","","28.4","","","",,"",,""
"1900-05","1900","05","18.9","","4.7","","11.8","","30.0","","-3.3","","94.0","","0.0","","94.0","","","",,"",,""
"1900-06","1900","06","25.7","","12.9","","19.3","","30.6","","7.8","S","97.3","","0.0","","97.3","","","",,"",,""
"1900-07","1900","07","25.9","","14.7","","20.3","","31.1","","9.4","","163.8","","0.0","","163.8","","","",,"",,""
"1900-08","1900","08","26.5","","14.3","","20.4","","32.8","","8.9","S","72.1","","0.0","","72.1","","","",,"",,""
"1900-09","1900","09","21.4","","10.6","","16.0","","34.4","","2.2","","105.4","","0.0","","105.4","","","",,"",,""
"1900-10","1900","10","18.1","","6.2","","12.2","","26.7","","-4.4","","40.9","","0.0","","40.9","","","",,"",,""
"1900-11","1900","11","4.5","","-3.2","","0.7","","17.8","","-15.0","","76.2","","43.2","","119.4","","","",,"",,""
"1900-12","1900","12","-4.1","","-13.2","","-8.7","","3.3","","-26.7","","5.3","","53.8","","59.2","","","",,"",,""
"1901-01","1901","01","-6.1","","-17.4","","-11.8","","3.9","","-32.2","","4.3","","82.6","","86.9","","","",,"",,""
"1901-02","1901","02","-6.8","","-17.4","","-12.1","","-1.1","","-24.4","","0.0","","35.6","","35.6","","","",,"",,""
"1901-03","1901","03","0.2","","-9.4","","-4.6","","4.4","S","-23.3","","41.9","","56.4","","98.3","","","",,"",,""
"1901-04","1901","04","13.2","","2.6","","7.9","","26.7","","-2.8","","97.0","","3.8","","100.8","","","",,"",,""
"1901-05","1901","05","19.4","","8.1","","13.8","","27.2","","2.2","","110.7","","0.0","","110.7","","","",,"",,""
"1901-06","1901","06","25.9","","13.1","","19.5","","36.1","","6.1","","96.3","","0.0","","96.3","","","",,"",,""
"1901-07","1901","07","28.1","","15.5","","21.8","","37.2","","8.9","","112.8","","0.0","","112.8","","","",,"",,""
"1901-08","1901","08","26.4","","13.9","","20.2","","32.2","","9.4","","79.2","","0.0","","79.2","","","",,"",,""
"1901-09","1901","09","21.7","","9.7","","15.7","","32.2","S","0.6","","75.7","","0.0","","75.7","","","",,"",,""
"1901-10","1901","10","13.8","","3.4","","8.6","","22.2","","-3.9","","41.4","","0.0","","41.4","","","",,"",,""
"1901-11","1901","11","1.5","","-5.7","","-2.1","","14.4","","-19.4","","33.0","","34.8","","67.8","","","",,"",,""
"1901-12","1901","12","-3.2","","-11.5","","-7.4","","11.7","","-25.6","","49.5","","33.3","","82.8","","","",,"",,""
"1902-01","1902","01","-6.4","","-17.0","","-11.7","","2.8","S","-28.3","","20.1","","101.6","","121.7","","","",,"",,""
"1902-02","1902","02","-4.4","","-14.4","","-9.4","","5.6","","-25.0","","1.8","","55.1","","56.9","","","",,"",,""
"1902-03","1902","03","5.4","","-3.6","","0.9","","15.0","","-14.4","","88.9","","3.0","","91.9","","","",,"",,""
"1902-04","1902","04","13.4","","1.5","","7.5","","25.6","","-3.9","","74.4","","0.0","","74.4","","","",,"",,""
"1902-05","1902","05","18.4","","5.8","","12.1","","30.0","","-7.2","","41.1","","0.0","","41.1","","","",,"",,""
"1902-06","1902","06","22.1","","9.8","","16.0","","28.9","","3.3","S","106.4","","0.0","","106.4","","","",,"",,""
"1902-07","1902","07","26.9","","13.9","","20.4","","33.3","","9.4","","102.4","","0.0","","102.4","","","",,"",,""
"1902-08","1902","08","24.7","","11.8","","18.3","","31.1","","5.6","","46.2","","0.0","","46.2","","","",,"",,""
"1902-09","1902","09","21.6","","10.0","","15.8","","27.2","S","2.2","","45.5","","0.0","","45.5","","","",,"",,""
"1902-10","1902","10","11.1","","1.3","","6.2","","18.9","","-7.2","","78.2","","2.5","","80.8","","","",,"",,""
"1902-11","1902","11","7.1","","-1.4","","2.9","","16.1","","-14.4","","36.8","","12.7","","49.5","","","",,"",,""
"1902-12","1902","12","-5.2","","-15.0","","-10.1","","3.3","S","-31.7","","17.0","","83.1","","100.1","","","",,"",,""
"1903-01","1903","01","-6.5","","-16.4","","-11.5","","3.3","","-34.4","","9.1","","57.2","","66.3","","","",,"",,""
"1903-02","1903","02","-4.1","","-13.3","","-8.7","","5.6","","-30.0","","32.8","","68.6","","101.3","","","",,"",,""
"1903-03","1903","03","5.4","","-3.6","","0.9","","16.7","","-17.8","","42.9","","1.0","","43.9","","","",,"",,""
"1903-04","1903","04","13.1","","0.1","","6.6","","27.8","","-10.0","","21.6","","7.6","","29.2","","","",,"",,""
"1903-05","1903","05","23.3","","6.6","","15.0","","32.8","","-5.6","","6.1","","0.0","","6.1","","","",,"",,""
"1903-06","1903","06","23.3","","10.6","","17.0","","31.1","","5.6","","185.4","","0.0","","185.4","","","",,"",,""
"1903-07","1903","07","25.2","","14.6","","19.9","","32.2","S","6.7","","102.1","","0.0","","102.1","","","",,"",,""
"1903-08","1903","08","22.2","","10.7","","16.5","","27.8","","6.7","S","109.5","","0.0","","109.5","","","",,"",,""
"1903-09","1903","09","21.6","","8.6","","15.1","","30.6","","1.1","","57.2","","0.0","","57.2","","","",,"",,""
"1903-10","1903","10","14.2","","3.7","","9.0","","21.1","","-6.7","","88.9","","0.0","","88.9","","","",,"",,""
"1903-11","1903","11","3.1","","-5.3","","-1.1","","16.1","","-17.8","","15.7","","11.4","","27.2","","","",,"",,""
"1903-12","1903","12","-6.4","","-17.3","","-11.9","","2.8","","-31.1","S","0.0","","69.3","","69.3","","","",,"",,""
"1904-01","1904","01","-10.1","","-20.5","","-15.3","","-1.1","S","-34.4","","0.0","","103.1","","103.1","","","",,"",,""
"1904-02","1904","02","-9.3","","-20.9","","-15.1","","3.3","","-33.3","","9.9","","61.0","","70.9","","","",,"",,""
"1904-03","1904","03","0.3","","-9.7","","-4.7","","6.1","","-24.4","","53.1","","34.8","","87.9","","","",,"",,""
"1904-04","1904","04","8.4","","-1.1","","3.7","","18.9","","-8.9","","85.3","","15.2","","100.6","","","",,"",,""
"1904-05","1904","05","21.8","","8.2","","15.0","","29.4","","1.7","","90.2","","0.0","","90.2","","","",,"",,""
"1904-06","1904","06","24.4","","12.1","","18.3","","31.1","","7.8","","71.1","","0.0","","71.1","","","",,"",,""
"1904-07","1904","07","26.0","","13.5","","19.8","","35.0","","6.7","","84.1","","0.0","","84.1","","","",,"",,""
"1904-08","1904","08","24.4","","11.4","","17.9","","28.9","","6.1","S","71.1","","0.0","","71.1","","","",,"",,""
"1904-09","1904","09","18.3","","7.4","","12.9","","26.7","","-2.2","","139.7","","0.0","","139.7","","","",,"",,""
"1904-10","1904","10","11.8","","1.5","","6.7","","21.1","S","-7.2","","45.7","","0.0","","45.7","","","",,"",,""
"1904-11","1904","11","2.4","","-5.6","","-1.6","","11.1","","-17.8","","10.4","","11.9","","22.4","","","",,"",,""
"1904-12","1904","12","-8.5","","-18.4","","-13.5","","2.2","","-29.4","","0.0","","49.3","","49.3","","","",,"",,""
"1905-01","1905","01","-8.4","","-19.8","","-14.1","","3.9","","-28.9","","0.0","","86.1","","86.1","","","",,"",,""
"1905-02","1905","02","-7.6","","-19.0","","-13.3","","0.0","S","-28.3","","0.0","","58.4","","58.4","","","",,"",,""
"1905-03","1905","03","0.6","","-11.4","","-5.4","","10.0","S","-26.7","","20.6","","10.2","","30.7","","","",,"",,""
"1905-04","1905","04","11.4","","-1.3","","5.1","","23.9","S","-6.1","S","22.6","","2.5","","25.1","","","",,"",,""
"1905-05","1905","05","18.8","","5.8","","12.3","","26.1","","-1.1","S","48.3","","0.0","","48.3","","","",,"",,""
"1905-06","1905","06","24.3","","11.5","","17.9","","30.0","S","3.9","S","117.6","","0.0","","117.6","","","",,"",,""
"1905-07","1905","07","26.4","","14.8","","20.6","","32.8","","8.9","","120.9","","0.0","","120.9","","","",,"",,""
"1905-08","1905","08","25.0","","12.0","","18.5","","30.6","","7.2","","103.1","","0.0","","103.1","","","",,"",,""
"1905-09","1905","09","20.8","","8.9","","14.9","","26.7","","0.0","","71.9","","0.0","","71.9","","","",,"",,""
"1905-10","1905","10","13.2","","1.7","","7.5","","24.4","","-8.9","","61.7","","1.3","","63.0","","","",,"",,""
"1905-11","1905","11","3.4","","-5.1","","-0.9","","11.7","S","-16.1","","14.2","","20.8","","35.1","","","",,"",,""
"1905-12","1905","12","-1.9","","-11.4","","-6.7","","5.6","","-25.0","","21.1","","41.7","","62.7","","","",,"",,""
"1906-01","1906","01","-1.8","","-12.1","","-7.0","","8.9","","-25.6","","6.6","","23.4","","30.0","","","",,"",,""
"1906-02","1906","02","-3.8","","-15.9","","-9.9","","7.8","","-30.0","","16.8","","19.6","","36.3","","","",,"",,""
"1906-03","1906","03","-0.6","","-10.6","","-5.6","","8.3","","-19.4","S","24.9","","18.8","","43.7","","","",,"",,""
"1906-04","1906","04","12.4","","-0.2","","6.1","","22.2","","-8.3","","19.8","","4.3","","24.1","","","",,"",,""
"1906-05","1906","05","18.3","","4.5","","11.4","","32.2","","-1.7","","47.8","","0.0","","47.8","","","",,"",,""
"1906-06","1906","06","25.5","","12.2","","18.9","","31.7","S","2.8","","123.2","","0.0","","123.2","","","",,"",,""
"1906-07","1906","07","28.0","","13.3","","20.7","","34.4","","6.7","","40.1","","0.0","","40.1","","","",,"",,""
"1906-08","1906","08","28.9","","13.9","","21.4","","36.1","","6.7","S","61.7","","0.0","","61.7","","","",,"",,""
"1906-09","1906","09","24.3","","8.9","","16.6","","33.3","","0.0","","64.3","","0.0","","64.3","","","",,"",,""
"1906-10","1906","10","13.6","","2.1","","7.9","","24.4","","-4.4","","90.4","","0.0","","90.4","","","",,"",,""
"1906-11","1906","11","3.5","","-4.6","","-0.6","","10.0","","-13.9","","25.7","","19.6","","45.2","","","",,"",,""
"1906-12","1906","12","-6.3","","-15.9","","-11.1","","3.3","","-31.7","","21.3","","55.1","","76.5","","","",,"",,""
"1907-01","1907","01","-7.7","","-17.7","","-12.7","","7.2","","-30.6","","18.3","","31.5","","49.8","","","",,"",,""
"1907-02","1907","02","-7.8","","-20.1","","-14.0","","2.2","","-30.6","","0.0","","43.7","","43.7","","","",,"",,""
"1907-03","1907","03","2.0","","-8.6","","-3.3","","11.1","","-28.3","","39.4","","29.0","","68.3","","","",,"",,""
"1907-04","1907","04","7.6","","-2.7","","2.5","","20.0","","-11.7","","65.8","","18.3","","84.1","","","",,"",,""
"1907-05","1907","05","15.6","","2.4","","9.0","","30.6","","-7.2","","39.6","","19.1","","58.7","","","",,"",,""
"1907-06","1907","06","25.5","","11.3","","18.4","","35.6","","5.0","","55.9","","0.0","","55.9","","","",,"",,""
